שם ישוב,סמל ישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
ניר יצחק,402,NIR YIZHAQ,6,62,622,38,,1,656,656,642,,1949,330,15,1387857210,90,651,10001893,2018,Nir Yizhaq,620
ניר ישראל,699,NIR YISRA'EL,6,61,614,36,,1,891,891,881,,1949,310,6,1656062178,33,633,10001821,2018,Nir Yisra'el,
ניר משה,2047,NIR MOSHE,6,62,621,42,,1,584,584,577,,1953,310,1,1649559852,123,651,10001930,2018,Nir Moshe,620
ניר עוז,69,NIR OZ,6,62,622,38,,1,392,391,373,1,1955,330,15,1430758018,100,651,10001893,2018,Nir Oz,620
ניר עם,348,NIR AM,6,61,614,37,,1,573,573,566,,1943,330,15,1601360324,103,651,10001829,2018,Nir Am,620
ניר עציון,769,NIR EZYON,3,32,322,15,243,1,939,939,886,,1950,320,3,1994173390,181,303,10004333,2018,Nir Ezyon,
ניר עקיבא,2048,NIR AQIVA,6,62,621,42,,1,669,669,667,,1953,310,1,1664459767,142,651,10001930,2018,Nir Aqiva,620
ניר צבי,331,NIR ZEVI,4,43,432,40,133,1,1316,1316,1296,,1954,310,10,1871665110,48,425,10002228,2018,Nir Zevi,
נירים,602,NIRIM,6,62,622,38,,1,363,363,351,,1949,330,15,1424158297,100,651,10001893,2018,Nirim,620
נירית,1236,NIRIT,4,42,421,20,142,1,895,891,879,4,1982,370,13,1987567262,74,417,15000658,2018,Nirit,
נמל תעופה בן-גוריון,1748,,4,43,432,,132,,,,,,,520,,1893765703,0,424,10002286,2018,,
נמרוד,4035,NIMROD,2,29,291,71,,,,,,,,510,,2704279457,1078,219,10004579,2018,Nimrod,211
נס הרים,825,NES HARIM,1,11,111,26,444,1,1380,1372,1354,8,1950,310,1,2056162807,630,151,15000597,2018,Nes Harim,
נס עמים,1143,NES AMMIM,2,24,245,4,,1,414,393,356,21,1964,350,,2116076346,22,201,10004302,2018,Nes Ammim,212
נס ציונה,7200,NES ZIYYONA,4,44,442,0,133,1,50214,50166,49210,48,1883,150,,1810164824,17,407,10002241,2018,Nes Ziyyona,
נעורים,186,NE'URIM,4,41,411,16,141,1,413,406,322,7,1953,340,,1872369785,19,409,15000060,2018,Ne'urim,
נעלה,3787,NA'ALE,7,74,,73,145,1,1942,1941,1873,1,1988,350,,2062665225,334,711,10004054,2018,Na'ale,
"נעמ""ה",3713,NA'AMA,7,75,,75,,1,151,145,142,6,1982,310,1,2443664600,-206,712,10003262,2018,Na'ama,
נען,158,NA'AN,4,43,432,30,143,1,1671,1671,1636,,1930,330,15,1866664346,83,426,10002241,2018,Na'an,
נערן,3620,NA'ARAN,7,75,,75,,1,92,92,91,,1977,330,15,2431665277,-229,712,10003262,2018,Na'aran,
נפת בית לחם,1982,,7,76,,,,,,,,,,530,,,,,,2018,,
"נפת בית לחם מ""א 76",1981,,7,76,,76,,,,,,,,530,,,,,,2018,,
נפת ג'נין,1971,,7,71,,,,,,,,,,530,,,,,,2018,,
"נפת ג'נין מ""א 72",1970,,7,71,,72,,,,,,,,530,,,,,,2018,,
נפת חברון,1984,,7,77,,,,,,,,,,530,,,,,,2018,,
"נפת חברון מ""א 78",1983,,7,77,,78,,,,,,,,530,,,,,,2018,,
נפת טול כרם,1975,,7,73,,,,,,,,,,530,,,,,,2018,,
"נפת טול כרם מ""א 72",1974,,7,73,,72,,,,,,,,530,,,,,,2018,,
נפת ירדן,1980,,7,75,,,,,,,,,,530,,,,,,2018,,
"נפת ירדן מ""א 74",1978,,7,75,,74,,,,,,,,530,,,,,,2018,,
"נפת ירדן מ""א 75",1979,,7,75,,75,,,,,,,,530,,,,,,2018,,
נפת ראמאללה,1977,,7,74,,,,,,,,,,530,,,,,,2018,,
"נפת ראמאללה מ""א 73",1976,,7,74,,73,,,,,,,,530,,,,,,2018,,
נפת שכם,1973,,7,72,,,,,,,,,,530,,,,,,2018,,
"נפת שכם מ""א 72",1972,,7,72,,72,,,,,,,,530,,,,,,2018,,
נצאצרה (שבט),1041,NASASRA,6,62,623,,,3,,,,,,460,,2100057000,,699,15003711,2018,An-Nasasira,
נצר חזני,1372,NEZER HAZZANI,4,44,441,31,143,1,460,460,460,,2010,310,2,1871063654,87,456,15002488,2018,Nezer Hazzani,420
נצר סרני,435,NEZER SERENI,4,43,432,30,143,1,823,823,798,,1948,330,15,1834864786,52,426,10002228,2018,Nezer Sereni,
נצרת,7300,NAZARETH,2,25,237,0,,2,77064,146,78,76918,,250,,2279073417,129,211,10004426,2018,Nazareth,213
נצרת עילית,1061,NAZERAT ILLIT,2,25,237,0,,4,41169,30069,23848,11100,1957,160,,2306073489,122,212,10004453,2018,Nazerat Illit,213
נשר,2500,NESHER,3,31,311,0,223,1,23983,23745,21014,238,1925,160,,2042074156,1,355,10004207,2018,Nesher,
נתיב הגדוד,3555,NETIV HAGEDUD,7,75,,75,,1,199,199,198,,1976,310,1,2421565508,-240,712,10003262,2018,Netiv HaGedud,
"נתיב הל""ה",693,NETIV HALAMED-HE,1,11,112,26,444,1,631,631,618,,1949,330,15,1984162174,280,151,15000597,2018,Netiv HaLamed-He,
נתיב העשרה,1242,NETIV HAASARA,6,61,614,36,,1,852,850,833,2,1982,310,1,1563460906,36,633,10001829,2018,Netiv HaAsara,
נתיב השיירה,792,NETIV HASHAYYARA,2,24,245,4,,1,503,503,488,,1950,310,1,2130276655,30,201,10004302,2018,Netiv HaShayyara,212
נתיבות,246,NETIVOT,6,62,621,0,,1,35631,35591,34414,40,1956,160,,1605659230,90,609,10001930,2018,Netivot,620
נתניה,7400,NETANYA,4,41,411,0,141,1,217244,216709,197860,535,1929,130,,1872569143,-2,408,10002089,2018,Netanya,
סאג'ור,525,SAJUR,2,24,242,99,,2,4209,1,,4208,,290,,2324076080,239,260,10004465,2018,Sajur,
סאסא,578,SASA,2,24,244,1,,1,402,402,386,,1949,330,15,2372277023,789,253,10004528,2018,Sasa,211
סביון*,587,SAVYON,4,42,422,99,132,1,3968,3967,3893,1,1951,190,,1886666155,39,455,10001516,2018,Savyon,
סגולה,2046,SEGULLA,6,61,611,35,,1,746,744,739,2,1953,310,1,1792361979,90,632,10001813,2018,Segulla,420
סואעד (חמרייה)*,942,SAWA'ID(HAMRIYYE),2,25,237,9,242,2,177,,,177,,450,,2160574141,135,254,10004497,2018,Sawa'id(Hamriyye),213
סואעד (כמאנה) (שבט),989,SAWA'ID (KAMANE),2,24,242,,,3,,,,,,460,,2320375699,,299,10004465,2018,Sawa'id (Al-Kammana),
סולם,526,SULAM,2,23,234,66,,2,2567,,,2567,,290,,2316672352,91,251,10004394,2018,Sulam,213
סוסיה,3756,SUSEYA,7,77,,78,,1,1301,1301,1300,,1983,370,11,2108058891,770,715,15003512,2018,Suseya,
סופה,1238,SUFA,6,62,622,38,,1,204,204,185,,1975,330,15,1373057207,81,651,10001893,2018,Sufa,620
סח'נין,7500,SAKHNIN,2,24,241,0,,2,31057,26,9,31031,,260,,2283275220,178,262,10004513,2018,Sakhnin,
סייד (שבט),1170,SAYYID,6,62,623,,,3,,,,,,460,,1922057760,,699,10001937,2018,Sayyid,
סלמה,1245,SALLAMA,2,24,242,56,,2,3265,,,3265,,290,,2348075532,118,205,10004513,2018,Sallama,210
סלעית,3567,SAL'IT,7,73,,72,145,1,1190,1190,1173,,1977,310,9,2048968326,192,710,10003262,2018,Sal'it,
סמר,1156,SAMAR,6,62,625,53,,1,282,282,254,,1976,330,15,2018741600,87,608,10001955,2018,Samar,
סנסנה,3777,SANSANA,7,77,,78,,1,458,458,458,,2013,370,11,1906958567,483,715,10001937,2018,Sansana,
סעד,419,SA'AD,6,62,621,39,,1,854,854,849,,1947,330,3,1557759784,89,651,10001930,2018,Sa'ad,620
סעוה,1360,SA'WA,6,62,623,69,,2,1739,,,1739,,450,,1971857373,380,624,10001937,2018,Sa'Wa,610
סער,454,SA'AR,2,24,245,4,241,1,839,834,813,5,1948,330,15,2105177051,11,201,10004302,2018,Sa'ar,212
ספיר,1176,SAPPIR,6,62,625,54,,1,405,400,364,5,1979,350,,2175250274,-23,657,10001918,2018,Sappir,610
סתרייה,610,SITRIYYA,4,43,432,30,143,1,1101,1099,1079,2,1949,310,1,1854164419,65,426,10002241,2018,Sitriyya,
ע'ג'ר,4501,GHAJAR,2,29,292,99,,2,2607,,,2607,,290,,2587079731,239,256,10004591,2018,Ghajar,211
עבדון,892,AVDON,2,24,244,52,,1,653,649,646,4,1952,310,1,2172177253,117,255,10004302,2018,Avdon,212
עברון,376,EVRON,2,24,245,4,241,1,821,820,759,1,1945,330,15,2097476631,18,201,10004302,2018,Evron,212
עגור,794,AGUR,1,11,112,26,,1,525,525,519,,1950,310,1,1917562283,193,151,15000597,2018,Agur,
עד הלום,1762,,6,61,611,33,143,,,,,,,520,,1681563008,30,616,10001836,2018,,420
עדי,1199,ADI,2,23,237,9,242,1,1920,1919,1913,1,1980,370,7,2165674307,128,254,10004497,2018,Adi,213
עדנים,2035,ADANIM,4,42,421,20,142,1,518,517,509,1,1950,310,1,1912267188,20,417,10002133,2018,Adanim,
עוזה,826,UZA,6,61,612,34,,1,413,412,411,1,1950,310,2,1776861129,121,631,10001813,2018,Uza,
עוזייר,528,UZEIR,2,25,237,65,,2,3200,4,,3196,,290,,2308174398,155,251,15002369,2018,Uzeir,214
עולש,737,OLESH,4,41,412,16,141,1,1119,1119,1110,,1949,310,1,1988669318,27,409,15000060,2018,Olesh,
עומר,666,OMER,6,62,623,99,342,1,7586,7472,7320,114,1949,180,,1857357517,281,614,10001937,2018,Omer,
עופר,810,OFER,3,32,322,15,243,1,650,650,635,,1950,310,1,1985872534,121,303,10004333,2018,Ofer,
עוצם,32,OZEM,6,61,612,50,,1,642,639,639,3,1955,310,1,1719761616,79,634,10001813,2018,Ozem,
עוקבי (בנו עוקבה) (שבט),957,UQBI (BANU UQBA),6,62,623,,,3,,,,,,460,,1920057700,,699,10001937,2018,Al-'Ukbi,
עזוז,328,EZUZ,6,62,626,48,,1,77,77,66,,1984,370,19,1494252264,310,620,10001918,2018,Ezuz,610
עזר,1149,EZER,6,61,611,33,143,1,821,821,808,,1966,350,,1689162725,30,616,10001821,2018,Ezer,420
עזריאל,837,AZRI'EL,4,41,411,18,141,1,918,918,913,,1951,310,2,1974268544,46,412,15000060,2018,Azri'el,
עזריה,711,AZARYA,4,43,432,30,143,1,1226,1226,1222,,1949,310,1,1915664420,80,426,10002228,2018,Azarya,
עזריקם,817,AZRIQAM,6,61,611,33,143,1,1455,1454,1444,1,1950,310,1,1713862880,30,616,10001821,2018,Azriqam,420
עטאוונה (שבט),969,ATAWNE,6,62,623,,,3,,,,,,460,,1932057690,,699,10001937,2018,Al-'Atawina,
עטרת,3658,ATERET,7,74,,73,,1,913,913,913,,1981,370,11,2168865636,640,711,10003299,2018,Ateret,
עידן,1175,IDDAN,6,62,625,54,,1,394,392,377,2,1980,310,1,2286452400,-186,657,10001918,2018,Iddan,610
עידן הנגב,1765,,6,62,623,41,,,,,,,,520,,1797658736,240,625,10001946,2018,,620
עיילבון,530,EILABUN,2,22,222,99,,2,5703,68,49,5635,,280,,2379074910,50,251,10004552,2018,Eilabun,214
עיינות,156,AYANOT,4,44,442,27,143,1,390,388,331,2,1930,340,,1781664704,20,456,15002488,2018,Ayanot,
עילוט,511,ILUT,2,25,237,99,,2,8192,4,3,8188,,280,,2248173590,190,257,10004426,2018,Ilut,213
עין איילה,687,EN AYYALA,3,32,321,15,243,1,1177,1177,1147,,1949,310,1,1952372612,15,303,10004333,2018,En Ayyala,
עין אל-אסד,546,EIN AL-ASAD,2,21,212,2,,2,872,,,872,,450,,2376876064,460,209,10004465,2018,Ein Al-Asad,211
עין גב,273,EN GEV,2,22,221,6,,1,680,680,645,,1937,330,15,2601774320,-213,214,10004552,2018,En Gev,214
עין גדי,2042,EN GEDI,6,62,624,51,,1,603,589,552,14,1953,330,15,2365959563,-346,656,10001911,2018,En Gedi,
עין דור,436,EN DOR,2,23,233,9,,1,1026,1026,987,,1948,330,15,2393472920,111,254,10004394,2018,En Dor,213
עין הבשור,1240,EN HABESOR,6,62,622,38,,1,1156,1155,1118,1,1982,310,1,1468957689,100,651,10001893,2018,En HaBesor,620
עין הוד,74,EN HOD,3,32,322,15,243,1,632,630,596,2,1954,370,19,1987073396,66,303,10004333,2018,En Hod,
עין החורש,167,EN HAHORESH,4,41,411,16,141,1,827,827,813,,1931,330,15,1943869867,17,409,15000060,2018,En HaHoresh,
עין המפרץ,289,EN HAMIFRAZ,2,24,246,4,241,1,1238,1238,1203,,1938,330,15,2093675650,1,201,10004315,2018,En HaMifraz,212
"עין הנצי""ב",383,EN HANAZIV,2,23,231,7,,1,626,626,621,,1946,330,3,2473670851,-172,202,10004568,2018,En HaNaziv,214
עין העמק,367,EN HAEMEQ,2,23,236,13,,1,775,775,770,,1944,350,,2082272605,216,254,10004394,2018,En HaEmeq,213
עין השופט,270,EN HASHOFET,2,23,236,13,,1,833,832,726,1,1937,330,15,2096872240,240,254,10004394,2018,En HaShofet,213
עין השלושה,676,EN HASHELOSHA,6,62,622,38,,1,351,350,292,1,1950,330,6,1430658468,97,651,10001893,2018,En HaShelosha,620
עין ורד,157,EN WERED,4,41,411,18,141,1,1512,1511,1493,1,1930,310,1,1937568567,41,412,15000060,2018,En Wered,
עין זיוון,4503,EN ZIWAN,2,29,292,71,,1,348,348,325,,1968,330,15,2746877807,946,219,10004579,2018,En Ziwan,211
עין חוד,1320,EIN HOD,3,32,322,15,243,2,304,,,304,,450,,2002573302,195,303,10004333,2018,Ein Hod,
עין חצבה,1053,EN HAZEVA,6,62,625,51,,,,,,,,510,,2234252310,-142,656,10001918,2018,En Hazeva,
עין חרוד (איחוד),89,EN HAROD (IHUD),2,23,232,8,,1,556,556,545,,1921,330,15,2369971883,6,204,10004394,2018,En Harod (Ihud),213
עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,23,232,8,,1,733,733,717,,1921,330,15,2370271825,-51,204,10004394,2018,En Harod(Me'uhad),213
עין יהב,806,EN YAHAV,6,62,625,54,,1,712,712,702,,1951,310,1,2226250753,-93,657,10001918,2018,En Yahav,610
עין יעקב,813,EN YA'AQOV,2,24,243,52,,1,1106,1103,1076,3,1950,310,1,2217976826,350,255,10004484,2018,En Ya'aqov,212
"עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,170,170,155,,1952,340,,2145863172,553,151,10002521,2018,En Karem-B.S.Haqla'i,
עין כרמל,426,EN KARMEL,3,32,321,15,243,1,915,915,897,,1947,330,15,1958473145,18,303,10004333,2018,En Karmel,
עין מאהל,532,EIN MAHEL,2,25,237,99,,2,13130,18,4,13112,,270,,2333773642,263,257,10004453,2018,Ein Mahel,213
עין נקובא,521,EIN NAQQUBA,1,11,111,26,444,2,3424,1,,3423,,290,,2114463339,580,151,10002475,2018,Ein Naqquba,
עין עירון,223,EN IRON,3,32,324,14,,1,561,561,559,,1934,310,1,2011170996,60,351,10004261,2018,En Iron,
עין צורים,622,EN ZURIM,6,61,611,34,,1,892,892,885,,1949,330,3,1735162269,50,631,10001821,2018,En Zurim,
עין קנייא,4502,EIN QINIYYE,2,29,291,99,,2,2063,,,2063,,290,,2685979361,569,256,10004579,2018,Ein Qiniyye,211
עין ראפה,514,EIN RAFA,1,11,111,26,444,2,1243,10,9,1233,,450,,2109863306,562,151,10002475,2018,Ein Rafa,
עין שמר,139,EN SHEMER,3,32,324,14,,1,553,553,535,,1927,330,15,2009070775,40,351,10004261,2018,En Shemer,
עין שריד,880,EN SARID,4,41,411,18,141,1,1603,1603,1589,,1950,350,,1941268670,60,412,15000060,2018,En Sarid,
עין תמר,1251,EN TAMAR,6,62,624,51,,1,190,190,184,,1982,310,10,2356653913,-360,656,10001911,2018,En Tamar,
עינת,871,ENAT,4,42,422,20,142,1,812,812,795,,1925,330,15,1943566550,42,417,10002168,2018,Enat,
עיר אובות,1187,IR OVOT,6,62,625,54,,,,,,,,510,,2233952439,-141,657,10001918,2018,Ir Ovot,610
עכו,7600,AKKO,2,24,246,0,241,4,48930,33393,29537,15537,1948,160,,2082275927,-2,213,10004315,2018,Akko,212
עלומים,1146,ALUMIM,6,62,622,39,,1,510,510,510,,1966,330,3,1537659579,90,651,10001930,2018,Alumim,620
עלי,3765,ELI,7,72,,73,,1,4311,4311,4283,,1984,190,,2253466435,550,711,10003299,2018,Eli,
עלי זהב,3727,ALE ZAHAV,7,73,,72,145,1,2739,2739,2722,,1982,190,,2062566427,289,710,10003262,2018,Ale Zahav,
עלמה,688,ALMA,2,21,212,2,,1,712,712,712,,1949,310,2,2470477293,640,209,10004528,2018,Alma,211
עלמון,3715,ALMON,7,74,,73,445,1,1378,1378,1342,,1982,370,11,2280763760,427,711,10003314,2018,Almon,
עמוקה,1212,AMUQQA,2,21,212,2,,1,135,135,132,,1980,370,19,2493976704,682,209,10004528,2018,Amuqqa,211
עמיחי,3824,AMMIHAY,7,74,,73,,1,198,198,198,,2018,370,,2311666140,725,711,10003299,2018,Ammihay,
עמינדב,779,AMMINADAV,1,11,111,26,444,1,1126,1126,1112,,1950,310,1,2135062877,796,151,10002521,2018,Amminadav,
עמיעד,385,AMMI'AD,2,21,213,1,,1,441,440,429,1,1946,330,15,2509375929,223,253,10004540,2018,Ammi'ad,211
עמיעוז,318,AMMI'OZ,6,62,622,38,,1,206,205,204,1,1957,310,1,1440657325,120,651,10001893,2018,Ammi'oz,620
עמיקם,773,AMMIQAM,3,32,323,45,,1,738,738,713,,1950,310,9,2022171878,70,351,10004333,2018,Ammiqam,
עמיר,319,AMIR,2,21,211,1,,1,592,589,561,3,1939,330,15,2582378705,75,253,10004591,2018,Amir,211
עמנואל,3660,IMMANU'EL,7,73,,99,145,1,3693,3693,3690,,1983,190,,2131767440,250,708,10003262,2018,Immanu'el,
"עמק בית שאן מ""א 7",1824,,2,23,231,7,,,,,,,,530,,2474070920,,,,2018,,214
"עמק בית שאן של""ש",1825,,2,23,231,,,,,,,,,530,,,,,,2018,,
"עמק חולה מ""א 1",1806,,2,21,211,1,,,,,,,,530,,2578078330,,,,2018,,211
"עמק חולה מ""א 55",1807,,2,21,211,55,,,,,,,,530,,2580077650,,,,2018,,211
"עמק חולה של""ש",1808,,2,21,211,,,,,,,,,530,,,,,,2018,,
"עמק חפר מזרח מ""א 16",1875,,4,41,411,16,,,,,,,,530,,2289073170,,,,2018,,
"עמק חרוד מ""א 8",1826,,2,23,232,8,,,,,,,,530,,2368071640,,,,2018,,213
"עמק חרוד של""ש",1827,,2,23,232,,,,,,,,,530,,,,,,2018,,
"עמק יזרעאל מ""א 13",1834,,2,23,234,13,,,,,,,,530,,2185072150,,,,2018,,213
"עמק יזרעאל מ""א 8",1832,,2,23,234,8,,,,,,,,530,,2268071730,,,,2018,,213
"עמק יזרעאל מ""א 9",1833,,2,23,234,9,,,,,,,,530,,2244072700,,,,2018,,213
עמקה,708,AMQA,2,24,245,4,,1,753,753,742,,1949,310,1,2154876490,59,201,10004302,2018,Amqa,212
ענב,3712,ENAV,7,73,,72,,1,859,859,857,,1981,370,11,2120668784,239,710,10003262,2018,Enav,
עספיא,534,ISIFYA,3,31,311,99,223,2,12354,183,111,12171,,270,,2063873586,359,356,10004171,2018,Isifya,
עפולה,7700,AFULA,2,23,234,0,,1,51737,51223,46291,514,1925,150,,2286172472,54,215,10004394,2018,Afula,213
עפרה,3617,OFRA,7,74,,73,445,1,3039,3039,3033,,1975,190,,2249765114,767,711,10003299,2018,Ofra,
עץ אפרים,3778,EZ EFRAYIM,7,73,,72,145,1,2292,2292,2226,,1985,190,,2046166960,148,710,10003262,2018,Ez Efrayim,
עצמון שגב,917,ATSMON SEGEV,2,24,241,56,241,1,1120,1115,1105,5,1953,370,13,2239175235,267,205,10004513,2018,Atsmon Segev,210
עראבה,531,ARRABE,2,24,241,0,,2,25369,41,,25328,,260,,2319775077,180,262,10004513,2018,Arrabe,
עראמשה*,1246,ARAMSHA,2,24,244,4,,2,1662,,,1662,,450,,2214477704,320,201,10004302,2018,Aramsha,212
ערב אל נעים,1335,ARAB AL NAIM,2,24,241,56,241,2,788,,,788,,450,,2274875480,249,205,10004513,2018,Arab Al Naim,210
ערד,2560,ARAD,6,62,623,0,,1,26451,25632,21427,819,1961,160,,2203657414,-32,610,10001911,2018,Arad,610
ערוגות,593,ARUGOT,6,61,611,33,143,1,1164,1164,1133,,1949,310,1,1785162692,60,616,10001821,2018,Arugot,420
ערערה,637,AR'ARA,3,32,323,99,,2,24904,44,13,24860,,260,,2086871174,90,354,10004233,2018,Ar'ara,
ערערה-בנגב,1192,AR'ARA-BANEGEV,6,62,623,99,,2,17640,7,1,17633,,270,,2021956302,410,652,15003711,2018,Ar'ara-BaNegev,610
עשרת,591,ASERET,4,44,441,32,143,1,998,998,986,,1954,350,,1761763696,49,456,15002488,2018,Aseret,
עתלית,53,ATLIT,3,32,321,15,223,1,8047,7977,7752,70,1904,180,,1948973295,4,303,10004710,2018,Atlit,
עתניאל,3748,OTNI'EL,7,77,,78,,1,1037,1037,1035,,1983,370,11,2027959416,677,715,15003512,2018,Otni'el,
פארן,1151,PARAN,6,62,625,54,,1,481,478,462,3,1972,310,1,2146947481,99,657,10001918,2018,Paran,610
"פארק הירדן מ""א 6",1961,,2,22,221,6,,,,,,,,530,,,,,,2018,,214
פארק תעשיות ספירים,1763,,6,61,614,37,,,,,,,,520,,1614560282,88,651,10001829,2018,,620
פדואל,3768,PEDU'EL,7,73,,72,145,1,1910,1910,1908,,1984,370,2,2050866319,328,710,10003262,2018,Pedu'el,
פדויים,750,PEDUYIM,6,62,622,42,344,1,497,497,486,,1950,310,1,1629858183,110,651,10001893,2018,Peduyim,620
פדיה,838,PEDAYA,4,43,432,30,143,1,818,818,816,,1951,310,1,1889964061,89,426,10002228,2018,Pedaya,
פוריידיס,537,FUREIDIS,3,32,321,99,,2,13085,16,7,13069,,270,,1957972265,10,353,10004333,2018,Fureidis,
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,375,375,359,,1949,350,,2515473616,-12,214,10004552,2018,Poriyya-Kefar Avoda,214
פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1202,1189,1127,13,1949,350,,2506573889,104,214,10004552,2018,Poriyya-Newe Oved,214
פורייה עילית,1313,PORIYYA ILLIT,2,22,221,6,,1,1117,1070,960,47,1955,350,,2515473737,73,214,10004552,2018,Poriyya Illit,214
פורת,767,PORAT,4,41,411,18,141,1,1256,1256,1248,,1950,310,2,1955168698,44,412,15000060,2018,Porat,
פטיש,749,PATTISH,6,62,622,42,344,1,909,909,904,,1950,310,1,1581058190,85,651,10001893,2018,Pattish,620
פלך,1185,PELEKH,2,24,243,56,,1,139,139,134,,1980,330,15,2221775987,484,205,15002358,2018,Pelekh,210
פלמחים,597,PALMAHIM,4,44,442,27,143,1,659,659,638,,1949,330,15,1723664904,3,456,15002488,2018,Palmahim,
פני חבר,3723,PENE HEVER,7,77,,78,,1,586,586,586,,1982,370,11,2157559933,756,715,15003512,2018,Pene Hever,
פסגות,3659,PESAGOT,7,74,,73,445,1,1903,1903,1903,,1981,370,11,2213864510,762,711,10003299,2018,Pesagot,
פסוטה,535,FASSUTA,2,24,244,99,,2,3149,7,,3142,,290,,2292977259,438,258,10004484,2018,Fassuta,212
"פעמי תש""ז",2059,PA'AME TASHAZ,6,62,621,42,,1,558,558,556,,1953,310,1,1708459426,169,651,10001930,2018,Pa'ame Tashaz,620
פצאל,3615,PEZA'EL,7,75,,75,,1,283,283,283,,1975,310,1,2419266123,-252,712,10003262,2018,Peza'el,
פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5815,1,,5814,,280,,2313676484,469,258,10004484,2018,Peqi'in (Buqei'a),
פקיעין חדשה,281,PEQI'IN HADASHA,2,24,243,52,,1,547,520,511,27,1955,310,19,2305376539,500,255,10004484,2018,Peqi'in Hadasha,212
פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,32,324,99,,1,42083,42035,40787,48,1913,160,,1979570875,19,308,10004261,2018,Pardes Hanna-Karkur,
פרדסייה,171,PARDESIYYA,4,41,411,99,141,1,5830,5828,5763,2,1942,180,,1917869028,49,457,15000060,2018,Pardesiyya,
פרוד,599,PAROD,2,21,212,2,,1,566,565,549,1,1949,330,15,2407675967,372,209,10004528,2018,Parod,211
פרזון,2053,PERAZON,2,23,234,8,,1,326,326,323,,1953,310,1,2294471684,71,204,10004394,2018,Perazon,213
פרי גן,1231,PERI GAN,6,62,622,38,,1,242,242,241,,1981,310,6,1385557032,88,651,10001893,2018,Peri Gan,620
פתח תקווה,7900,PETAH TIQWA,4,42,422,0,132,1,244275,243936,224209,339,1878,130,,1894266579,10,410,10002116,2018,Petah Tiqwa,
פתחיה,839,PETAHYA,4,43,432,30,143,1,839,839,833,,1951,310,6,1892964165,89,426,10002228,2018,Petahya,
צאלים,413,ZE'ELIM,6,62,622,38,,1,464,464,424,,1947,330,15,1555756821,140,651,10001893,2018,Ze'elim,620
צביה,1180,ZVIYYA,2,24,242,56,,1,327,327,322,,1979,370,19,2313575499,226,205,10004513,2018,Zviyya,210
צבעון,1213,ZIV'ON,2,24,244,1,,1,245,245,222,,1980,330,15,2392477007,731,253,10004528,2018,Ziv'on,211
צובה,465,ZOVA,1,11,111,26,444,1,636,636,614,,1948,330,15,2114063231,694,151,15000597,2018,Zova,
צוחר,1136,ZOHAR,6,62,622,38,,1,454,453,432,1,1973,350,,1452657190,130,651,10001893,2018,Zohar,620
צופייה,1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753964049,31,456,15002488,2018,Zofiyya,420
צופים,3791,ZUFIM,7,73,,72,145,1,2369,2358,2292,11,1989,190,,2010167832,126,710,10003262,2018,Zufim,
צופית,198,ZOFIT,4,42,421,20,141,1,1271,1271,1255,,1933,310,1,1926967776,50,417,10002133,2018,Zofit,
צופר,1150,ZOFAR,6,62,625,54,,1,440,439,427,1,1970,310,1,2171749669,-16,657,10001918,2018,Zofar,610
צוקי ים,1102,ZUQI YAM,4,41,411,16,141,1,264,264,264,,1956,350,,1869369644,26,409,10002089,2018,Zuqi Yam,
צוקים,1262,ZUQIM,6,62,625,54,,1,323,323,314,,1983,370,,2157948903,28,657,10001918,2018,Zuqim,610
צור הדסה,1113,ZUR HADASSA,1,11,111,26,444,1,9583,9561,9068,22,1960,180,,2091262495,657,151,15000597,2018,Zur Hadassa,
צור יצחק,1345,ZUR YIZHAQ,4,42,421,20,141,1,6044,6031,5836,13,2007,180,,2001068308,81,417,10002155,2018,Zur Yizhaq,
צור משה,276,ZUR MOSHE,4,41,411,18,141,1,3343,3336,3293,7,1937,190,,1920868938,40,412,15000060,2018,Zur Moshe,
צור נתן,1148,ZUR NATAN,4,42,421,20,141,1,318,318,315,,1970,320,9,2014368303,160,417,10002155,2018,Zur Natan,
צוריאל,774,ZURI'EL,2,24,243,52,,1,335,332,327,3,1950,310,1,2296776797,597,255,10004484,2018,Zuri'el,212
צורית,1221,ZURIT,2,24,242,56,241,1,907,906,888,1,1981,370,9,2239675642,257,205,10004465,2018,Zurit,210
ציפורי,613,ZIPPORI,2,23,237,9,,1,970,851,835,119,1949,310,1,2263973898,181,254,15002369,2018,Zippori,213
צלפון,796,ZELAFON,1,11,112,26,,1,1016,1016,1010,,1950,310,1,1935863467,142,151,15000597,2018,Zelafon,
